id,name,muscleGroup,secondaryMuscleGroup,movementType,equipment,difficulty,movementPattern,laterality,verticalHorizontal,axialLoad,exerciseCategory,alternatives,sourceCount,needsManualReview,manualNotes
"ex_растяжка-на-все-тело","Растяжка на все тело","мобильность","","mobility","bodyweight","beginner","mobility","bilateral","mobility","false","mobility","Горизонтальная вытяжка в кроссовере; Латеральная или боковая вытяжка в кроссовере.","2473","false",""
"ex_римские-подтягивания","Римские подтягивания","спина","бицепс","pull","bodyweight","intermediate","vertical_pull","bilateral","vertical_pull","false","strength_vertical_pull","Вертикальная тяга обратным хватом; Вертикальная тяга узким хватом; Вертикальная тяга широким хватом; Подтягивания обратным хватом; Подтягивания широким хватом; Подтягивания параллельным хватом; Вертикальная тяга одной рукой; Подтягивания в гравитроне параллельным хватом; Подтягивания в гравитроне широким хватом; Подтягивания в гравитроне обратным хватом","315","false",""
"ex_румынская-тяга","Румынская тяга","задняя цепь","ягодицы","hinge","free_weight","beginner","hip_hinge","bilateral","lower_pull","true","strength_hip_hinge","Мертвая тяга; Становая тяга; Становая тяга сумо; Мертвая тяга 12 раз","238","false",""
"ex_рычажная-тяга","Рычажная тяга","","","","","unknown","","bilateral","","false","","","182","true","Нужно вручную разметить перед использованием в заменах."
"ex_сведение-и-разведение-ног","Сведение и разведение ног","ягодицы","задняя цепь","extension_abduction","bodyweight","beginner","hip_abduction","bilateral","lower_accessory","false","strength_hip_abduction","","270","false",""
"ex_сведение-на-ягодицы","Сведение на ягодицы","","","","","unknown","","bilateral","","false","","","5","true","Нужно вручную разметить перед использованием в заменах."
"ex_сведение-рук-в-кроссовере","Сведение рук в кроссовере","грудь","трицепс","push","bodyweight","beginner","horizontal_push","bilateral","horizontal_push","false","strength_horizontal_push","Классические отжимания; Обратные отжимания; Отжимания в смитте; Отжимания на брусьях в гравитроне; Отжимания узким хватом; Сведение рук в кроссовере на 30* скамье; Французский жим лёжа; Отжимания на брусьях; Классические отжимания 10 раз; Сведение рук в кроссовере на горизонтальной скамье","80","false",""
"ex_сведение-рук-в-кроссовере-10-раз","Сведение рук в кроссовере 10 раз","грудь","трицепс","push","bodyweight","beginner","horizontal_push","bilateral","horizontal_push","false","strength_horizontal_push","Классические отжимания; Обратные отжимания; Отжимания в смитте; Отжимания на брусьях в гравитроне; Отжимания узким хватом; Сведение рук в кроссовере; Сведение рук в кроссовере на 30* скамье; Французский жим лёжа; Отжимания на брусьях; Классические отжимания 10 раз","3","false",""
"ex_сведение-рук-в-кроссовере-на-30-градусной-скамье","Сведение рук в кроссовере на 30 градусной скамье","грудь","трицепс","push","bodyweight","beginner","horizontal_push","bilateral","horizontal_push","false","strength_horizontal_push","Классические отжимания; Обратные отжимания; Отжимания в смитте; Отжимания на брусьях в гравитроне; Отжимания узким хватом; Сведение рук в кроссовере; Сведение рук в кроссовере на 30* скамье; Французский жим лёжа; Отжимания на брусьях; Классические отжимания 10 раз","5","false",""
"ex_сведение-рук-в-кроссовере-на-30-скамье","Сведение рук в кроссовере на 30* скамье","грудь","трицепс","push","bodyweight","beginner","horizontal_push","bilateral","horizontal_push","false","strength_horizontal_push","Классические отжимания; Обратные отжимания; Отжимания в смитте; Отжимания на брусьях в гравитроне; Отжимания узким хватом; Сведение рук в кроссовере; Французский жим лёжа; Отжимания на брусьях; Классические отжимания 10 раз; Сведение рук в кроссовере на горизонтальной скамье","45","false",""
"ex_сведение-рук-в-кроссовере-на-30-скамье-10-раз","Сведение рук в кроссовере на 30* скамье 10 раз","грудь","трицепс","push","bodyweight","beginner","horizontal_push","bilateral","horizontal_push","false","strength_horizontal_push","Классические отжимания; Обратные отжимания; Отжимания в смитте; Отжимания на брусьях в гравитроне; Отжимания узким хватом; Сведение рук в кроссовере; Сведение рук в кроссовере на 30* скамье; Французский жим лёжа; Отжимания на брусьях; Классические отжимания 10 раз","6","false",""
"ex_сведение-рук-в-кроссовере-на-горизонтальной-скамье","Сведение рук в кроссовере на горизонтальной скамье","грудь","трицепс","push","bodyweight","beginner","horizontal_push","bilateral","horizontal_push","false","strength_horizontal_push","Классические отжимания; Обратные отжимания; Отжимания в смитте; Отжимания на брусьях в гравитроне; Отжимания узким хватом; Сведение рук в кроссовере; Сведение рук в кроссовере на 30* скамье; Французский жим лёжа; Отжимания на брусьях; Классические отжимания 10 раз","10","false",""
"ex_сгибание-зотмана","Сгибание Зотмана","бицепс","предплечья","isolation","bodyweight","beginner","elbow_flexion","bilateral","accessory","false","strength_elbow_flexion","Бицепс с канатной рукояткой в кроссовере; Изодинамический подъем на бицепс; Изодинамический подъем на бицепс.; Классический подъем на бицепс в кроссовере; Концентрированный подъем на бицепс; Молотки, подъем на бицепс.; Молотковые сгибания на бицепс с канатной рукояткой; Подъем на бицепс на наклонной скамье под 45*; Подъем на бицепс широким хватом; Подъем на бицепс обратным хватом в кроссовере","129","false",""
"ex_сгибание-лежа-по-1-ноге","Сгибание лежа по 1 ноге","","","","","unknown","","bilateral","","false","","","143","true","Нужно вручную разметить перед использованием в заменах."
"ex_сгибание-ног-лежа","Сгибание ног лежа","бицепс бедра","","pull","machine","beginner","knee_flexion","bilateral","lower_pull","false","strength_knee_flexion","Сгибание ног сидя; Сгибание ног лежа 15 раз","61","false",""
"ex_сгибание-ног-лежа-15-раз","Сгибание ног лежа 15 раз","бицепс бедра","","pull","machine","beginner","knee_flexion","bilateral","lower_pull","false","strength_knee_flexion","Сгибание ног лежа; Сгибание ног сидя","1","false",""
"ex_сгибание-ног-сидя","Сгибание ног сидя","бицепс бедра","","pull","machine","beginner","knee_flexion","bilateral","lower_pull","false","strength_knee_flexion","Сгибание ног лежа; Сгибание ног лежа 15 раз","430","false",""
"ex_си-си-присед-на-бицепс-бедра","Си-си присед на бицепс бедра","квадрицепс","ягодицы","push","bodyweight","beginner","squat_lunge","bilateral","lower_push","true","strength_squat_lunge","Обратный гак присед; Присед плие; Приседания в кроссовере; Гак присед; Плеометрический гак присед; Си-си присед с собственным весом; Присед в смите; Си-си присед с собственным весом 10 раз; Присед с паузой; Си-си приседания на переднюю поверхность бедра","6","false",""
"ex_си-си-присед-с-собственным-весом","Си-си присед с собственным весом","квадрицепс","ягодицы","push","bodyweight","beginner","squat_lunge","bilateral","lower_push","true","strength_squat_lunge","Обратный гак присед; Присед плие; Приседания в кроссовере; Гак присед; Плеометрический гак присед; Присед в смите; Си-си присед с собственным весом 10 раз; Си-си присед на бицепс бедра; Присед с паузой; Си-си приседания на переднюю поверхность бедра","15","false",""
"ex_си-си-присед-с-собственным-весом-10-раз","Си-си присед с собственным весом 10 раз","квадрицепс","ягодицы","push","bodyweight","beginner","squat_lunge","bilateral","lower_push","true","strength_squat_lunge","Обратный гак присед; Присед плие; Приседания в кроссовере; Гак присед; Плеометрический гак присед; Си-си присед с собственным весом; Присед в смите; Си-си присед на бицепс бедра; Присед с паузой; Си-си приседания на переднюю поверхность бедра","9","false",""
"ex_си-си-приседания-на-переднюю-поверхность-бедра","Си-си приседания на переднюю поверхность бедра","квадрицепс","ягодицы","push","bodyweight","beginner","squat_lunge","bilateral","lower_push","true","strength_squat_lunge","Обратный гак присед; Присед плие; Приседания в кроссовере; Гак присед; Плеометрический гак присед; Си-си присед с собственным весом; Присед в смите; Си-си присед с собственным весом 10 раз; Си-си присед на бицепс бедра; Присед с паузой","2","false",""
"ex_скрепка","Скрепка","","","","","unknown","","bilateral","","false","","","100","true","Нужно вручную разметить перед использованием в заменах."
"ex_скручивание-на-полу","Скручивание на полу","кор","","core","bodyweight","beginner","trunk_flexion","bilateral","core","false","strength_trunk_flexion","Касания пяток (пресс); Косые скручивания с мячом; Подъемы ног на скамье для пресса; Прямые скручивания с мячом; Скручивания на скамье для пресса; Прямые скручивания на пресс; Велосипедные скручивания; Пресс на босу","2","false",""
"ex_скручивания-на-скамье-для-пресса","Скручивания на скамье для пресса","кор","","core","bodyweight","beginner","trunk_flexion","bilateral","core","false","strength_trunk_flexion","Касания пяток (пресс); Косые скручивания с мячом; Подъемы ног на скамье для пресса; Прямые скручивания с мячом; Прямые скручивания на пресс; Велосипедные скручивания; Скручивание на полу; Пресс на босу","120","false",""
"ex_становая-тяга","Становая тяга","задняя цепь","ягодицы","hinge","free_weight","intermediate","hip_hinge","bilateral","lower_pull","true","strength_hip_hinge","Становая тяга сумо; Мертвая тяга; Румынская тяга; Мертвая тяга 12 раз","107","false",""
"ex_становая-тяга-сумо","Становая тяга сумо","задняя цепь","ягодицы","hinge","free_weight","intermediate","hip_hinge","bilateral","lower_pull","true","strength_hip_hinge","Становая тяга; Мертвая тяга; Румынская тяга; Мертвая тяга 12 раз","65","false",""
"ex_суперсет-на-верх-груди-в-смитте","Суперсет на верх груди в смитте","","","","","unknown","","bilateral","","false","","","17","true","Нужно вручную разметить перед использованием в заменах."
"ex_т-тяга-в-тренажере","Т-тяга в тренажере","","","","","unknown","","bilateral","","false","","","17","true","Нужно вручную разметить перед использованием в заменах."
"ex_т-тяга-со-штангой","Т-тяга со штангой","","","","","unknown","","bilateral","","false","","","124","true","Нужно вручную разметить перед использованием в заменах."
"ex_трицепс-в-кроссовере-обратным-хватом","Трицепс в кроссовере обратным хватом","трицепс","","isolation","bodyweight","beginner","elbow_extension","bilateral","accessory","false","strength_elbow_extension","Разгибание на трицепс в наклоне; Разгибание на трицепс с канатной рукоятью; Тяга из-за головы в кроссовере на трицепс.; Тяга из-за головы на трицепс; Разгибание на трицепс из-за головы; Разгибание на трицепс по одной руке в кроссовере; Трицепс в тренажёре формата ""брусья""; Французский жим гантели стоя; Французский жим с гантелями","165","false",""
"ex_трицепс-в-тренажере-формата-брусья","Трицепс в тренажёре формата ""брусья""","трицепс","","isolation","machine","beginner","elbow_extension","bilateral","accessory","false","strength_elbow_extension","Разгибание на трицепс в наклоне; Разгибание на трицепс с канатной рукоятью; Трицепс в кроссовере обратным хватом; Тяга из-за головы в кроссовере на трицепс.; Тяга из-за головы на трицепс; Французский жим гантели стоя; Французский жим с гантелями; Разгибание на трицепс из-за головы; Разгибание на трицепс по одной руке в кроссовере","129","false",""
"ex_тяга-арбалет-на-заднюю-дельту","Тяга ""Арбалет"" на заднюю дельту","","","","","unknown","","bilateral","","false","","","84","true","Нужно вручную разметить перед использованием в заменах."
"ex_тяга-гантели-к-поясу","Тяга гантели к поясу","","","","","unknown","","bilateral","","false","","","97","true","Нужно вручную разметить перед использованием в заменах."
"ex_тяга-гирь-к-поясу","Тяга гирь к поясу","","","","","unknown","","bilateral","","false","","","33","true","Нужно вручную разметить перед использованием в заменах."
"ex_тяга-из-за-головы-в-кроссовере-на-трицепс","Тяга из-за головы в кроссовере на трицепс.","трицепс","","isolation","bodyweight","beginner","elbow_extension","bilateral","accessory","false","strength_elbow_extension","Разгибание на трицепс в наклоне; Разгибание на трицепс с канатной рукоятью; Трицепс в кроссовере обратным хватом; Тяга из-за головы на трицепс; Разгибание на трицепс из-за головы; Разгибание на трицепс по одной руке в кроссовере; Трицепс в тренажёре формата ""брусья""; Французский жим гантели стоя; Французский жим с гантелями","55","false",""
"ex_тяга-из-за-головы-на-трицепс","Тяга из-за головы на трицепс","трицепс","","isolation","bodyweight","beginner","elbow_extension","bilateral","accessory","false","strength_elbow_extension","Разгибание на трицепс в наклоне; Разгибание на трицепс с канатной рукоятью; Трицепс в кроссовере обратным хватом; Тяга из-за головы в кроссовере на трицепс.; Разгибание на трицепс из-за головы; Разгибание на трицепс по одной руке в кроссовере; Трицепс в тренажёре формата ""брусья""; Французский жим гантели стоя; Французский жим с гантелями","96","false",""
"ex_тяга-к-подбородку-в-кроссовере","Тяга к подбородку в кроссовере","","","","","unknown","","bilateral","","false","","","153","true","Нужно вручную разметить перед использованием в заменах."
"ex_тяга-к-поясу-в-кроссовере","Тяга к поясу в кроссовере","спина","бицепс","pull","free_weight","beginner","horizontal_pull","bilateral","horizontal_pull","false","strength_horizontal_pull","Горизонтальная или гребная тяга широким хватом; Горизонтальная тяга или гребная тяга.","166","false",""
"ex_тяга-ли-хэйни","Тяга Ли Хэйни","","","","","unknown","","bilateral","","false","","","67","true","Нужно вручную разметить перед использованием в заменах."
"ex_тяга-штанги-к-поясу","Тяга штанги к поясу","","","","","unknown","","bilateral","","false","","","114","true","Нужно вручную разметить перед использованием в заменах."
"ex_французский-жим-гантели-стоя","Французский жим гантели стоя","трицепс","","isolation","free_weight","beginner","elbow_extension","bilateral","accessory","false","strength_elbow_extension","Французский жим с гантелями; Разгибание на трицепс в наклоне; Разгибание на трицепс с канатной рукоятью; Трицепс в кроссовере обратным хватом; Трицепс в тренажёре формата ""брусья""; Тяга из-за головы в кроссовере на трицепс.; Тяга из-за головы на трицепс; Разгибание на трицепс из-за головы; Разгибание на трицепс по одной руке в кроссовере","36","false",""
"ex_французский-жим-лежа","Французский жим лёжа","грудь","трицепс","push","bodyweight","beginner","horizontal_push","bilateral","horizontal_push","false","strength_horizontal_push","Классические отжимания; Обратные отжимания; Отжимания в смитте; Отжимания на брусьях в гравитроне; Отжимания узким хватом; Сведение рук в кроссовере; Сведение рук в кроссовере на 30* скамье; Отжимания на брусьях; Классические отжимания 10 раз; Сведение рук в кроссовере на горизонтальной скамье","23","false",""
"ex_французский-жим-с-гантелями","Французский жим с гантелями","трицепс","","isolation","free_weight","beginner","elbow_extension","bilateral","accessory","false","strength_elbow_extension","Французский жим гантели стоя; Разгибание на трицепс в наклоне; Разгибание на трицепс с канатной рукоятью; Трицепс в кроссовере обратным хватом; Трицепс в тренажёре формата ""брусья""; Тяга из-за головы в кроссовере на трицепс.; Тяга из-за головы на трицепс; Разгибание на трицепс из-за головы; Разгибание на трицепс по одной руке в кроссовере","73","false",""
"ex_фронтальные-махи-со-штангой-стоя","Фронтальные махи со штангой стоя","плечи","","isolation","free_weight","beginner","shoulder_isolation","bilateral","accessory","true","strength_shoulder_isolation","","55","false",""
"ex_фронтальные-приседания-со-штангой","Фронтальные приседания со штангой","квадрицепс","ягодицы","push","free_weight","intermediate","squat_lunge","bilateral","lower_push","true","strength_squat_lunge","Приседания со штангой; Выпады со штангой; Болгарский присед; Обратный гак присед; Присед плие; Приседания в кроссовере; Гак присед; Плеометрический гак присед; Си-си присед с собственным весом; Присед в смите","291","false",""
"ex_ягодицы-в-тренажере","Ягодицы в тренажере","","","","","unknown","","bilateral","","false","","","53","true","Нужно вручную разметить перед использованием в заменах."
"ex_ягодичный-мост-в-смитте","Ягодичный мост в смитте","ягодицы","задняя цепь","extension_abduction","bodyweight","beginner","hip_extension","bilateral","lower_accessory","false","strength_hip_extension","Ягодичный мост в тренажере; Ягодичный мост со штангой","104","false",""
"ex_ягодичный-мост-в-тренажере","Ягодичный мост в тренажере","ягодицы","задняя цепь","extension_abduction","machine","beginner","hip_extension","bilateral","lower_accessory","false","strength_hip_extension","Ягодичный мост в смитте; Ягодичный мост со штангой","379","false",""
"ex_ягодичный-мост-со-штангой","Ягодичный мост со штангой","ягодицы","задняя цепь","extension_abduction","free_weight","beginner","hip_extension","bilateral","lower_accessory","false","strength_hip_extension","Ягодичный мост в смитте; Ягодичный мост в тренажере","51","false",""
"ex_g-жим","G-жим","","","","","unknown","","bilateral","","false","","","55","true","Нужно вручную разметить перед использованием в заменах."
